food_name,food_id,drug_name,drug_id,verdict
Shortcrust-FriableMatrix,9,midazolam,825,LIT-confirmed
Shortcrust-FriableMatrix,9,tacrolimus,1224,LIT-confirmed
LArginine,512,fe,1445,PubMed-NLP
Mg2,935,fe,1445,PubMed-NLP
LArginine,512,lisinopril,732,PubMed-NLP
Mg2,935,lisinopril,732,PubMed-NLP
LArginine,512,enalapril,435,PubMed-NLP
Mg2,935,enalapril,435,PubMed-NLP
LArginine,512,ramipril,1092,PubMed-NLP
Mg2,935,ramipril,1092,PubMed-NLP
LArginine,512,captopril,198,PubMed-NLP
Mg2,935,captopril,198,PubMed-NLP
LArginine,512,perindopril,988,PubMed-NLP
Mg2,935,perindopril,988,PubMed-NLP
Protein,23,metformin,794,DrugBank-text
Protein,23,insulin,1615,DrugBank-text
Protein,23,statins,1772,DrugBank-text
Protein,23,cyclosporine,306,DrugBank-text
Protein,23,simvastatin,1174,DrugBank-text
Albumin,—,fe,1445,DrugBank-text
Protein,23,fe,1445,DrugBank-text
Protein,23,lisinopril,732,DrugBank-text
Protein,23,enalapril,435,DrugBank-text
Protein,23,ramipril,1092,DrugBank-text
Protein,23,captopril,198,DrugBank-text
Protein,23,perindopril,988,DrugBank-text
Protein,23,sildenafil,1168,DrugBank-text
Protein,23,t,1824,DrugBank-text
Protein,23,nitroglycerin,900,DrugBank-text
Protein,23,diazepam,363,DrugBank-text
Protein,23,alprazolam,42,DrugBank-text
Protein,23,lorazepam,742,DrugBank-text
Albumin,—,midazolam,825,DrugBank-text
Protein,23,midazolam,825,DrugBank-text
Protein,23,tacrolimus,1224,DrugBank-text
Limonene,1051,statins,1772,PubMed-NLP
Linalool,194,statins,1772,PubMed-NLP
Linalool,194,cyclosporine,306,PubMed-NLP
Limonene,1051,simvastatin,1174,PubMed-NLP
Linalool,194,simvastatin,1174,PubMed-NLP
Limonene,1051,fe,1445,PubMed-NLP
Linalool,194,fe,1445,PubMed-NLP
Butter Emulsion,324,metformin,794,DrugBank-text
Butter Emulsion,324,insulin,1615,DrugBank-text
Butter Emulsion,324,empagliflozin,433,DrugBank-text
Butter Emulsion,324,dapagliflozin,322,DrugBank-text
Butter Emulsion,324,canagliflozin,190,DrugBank-text
Butter Emulsion,324,statins,1772,LIT-confirmed
Butter Emulsion,324,cyclosporine,306,LIT-confirmed
Butter Emulsion,324,isotretinoin,666,LIT-confirmed
Butter Emulsion,324,simvastatin,1174,LIT-confirmed
Butter Emulsion,324,orlistat,929,LIT-confirmed
Butter Emulsion,324,codeine,287,DrugBank-text
Butter Emulsion,324,tamoxifen,1230,DrugBank-text
Butter Emulsion,324,metoprolol,818,DrugBank-text
Butter Emulsion,324,estradiol,1797,DrugBank-text
Butter Emulsion,324,progesterone,1061,DrugBank-text
Butter Emulsion,324,conjugated estrogens,292,DrugBank-text
Butter Emulsion,324,omeprazole,924,DrugBank-text
Butter Emulsion,324,lansoprazole,690,DrugBank-text
Butter Emulsion,324,erythromycin,456,DrugBank-text
Butter Emulsion,324,clarithromycin,263,DrugBank-text
Sesamolin,1227,metformin,794,PubMed-NLP
Sesamolin,1227,insulin,1615,PubMed-NLP
Sesamolin,1227,empagliflozin,433,PubMed-NLP
Sesamolin,1227,dapagliflozin,322,PubMed-NLP
Sesamolin,1227,canagliflozin,190,PubMed-NLP
Sesamolin,1227,statins,1772,PubMed-NLP
Sesamolin,1227,cyclosporine,306,PubMed-NLP
Sesamin,—,isotretinoin,666,PubMed-NLP
Sesamolin,1227,isotretinoin,666,PubMed-NLP
Sesamolin,1227,simvastatin,1174,PubMed-NLP
Sesamin,—,orlistat,929,PubMed-NLP
Sesamolin,1227,orlistat,929,PubMed-NLP
Sesamin,—,codeine,287,PubMed-NLP
Sesamolin,1227,codeine,287,PubMed-NLP
Sesamin,—,tamoxifen,1230,PubMed-NLP
Sesamolin,1227,tamoxifen,1230,PubMed-NLP
Sesamin,—,metoprolol,818,PubMed-NLP
Sesamolin,1227,metoprolol,818,PubMed-NLP
Sesamin,—,estradiol,1797,LIT-confirmed
Sesamolin,1227,estradiol,1797,LIT-confirmed
Sesamin,—,progesterone,1061,LIT-confirmed
Sesamolin,1227,progesterone,1061,LIT-confirmed
Sesamin,—,conjugated estrogens,292,LIT-confirmed
Sesamolin,1227,conjugated estrogens,292,LIT-confirmed
Sucrose,340,estradiol,1797,DrugBank-text
Sucrose,340,progesterone,1061,DrugBank-text
Sucrose,340,conjugated estrogens,292,DrugBank-text
Sucrose,340,omeprazole,924,DrugBank-text
Icing Sugar,—,omeprazole,924,DrugBank-text
Sucrose,340,lansoprazole,690,DrugBank-text
Icing Sugar,—,lansoprazole,690,DrugBank-text
Sucrose,340,erythromycin,456,DrugBank-text
Icing Sugar,—,erythromycin,456,DrugBank-text
Sucrose,340,clarithromycin,263,DrugBank-text
Icing Sugar,—,clarithromycin,263,DrugBank-text
Potassium,22,allopurinol,36,PubMed-NLP
Potassium,22,febuxostat,496,PubMed-NLP
Potassium,22,ferrous sulfate anhydrous,513,LIT-confirmed
Potassium,22,ferrous sulfate,1786,LIT-confirmed
Potassium,22,ferrous gluconate,512,LIT-confirmed
Potassium,22,ferrous fumarate,511,LIT-confirmed
Gingerol,13,warfarin,1396,DrugBank-named
Allicin,1011,aspirin,1469,DrugBank-named
Gingerol,13,aspirin,1469,DrugBank-named
Curcumin,738,aspirin,1469,DrugBank-named
Gingerol,13,cyclosporine,306,LIT-confirmed
Gingerol,13,simvastatin,1174,LIT-confirmed
Gingerol,13,midazolam,825,LIT-confirmed
Gingerol,13,tacrolimus,1224,LIT-confirmed
Gingerol,13,statins,1772,LIT-confirmed
Curcumin,738,statins,1772,LIT-confirmed
Gingerol,13,atorvastatin,96,LIT-confirmed
Curcumin,738,atorvastatin,96,LIT-confirmed
Sodium Bicarbonate,25,cm,1767,LIT-confirmed
Sodium Bicarbonate,25,aspirin,1469,LIT-confirmed
Sodium Bicarbonate,25,omeprazole,924,LIT-confirmed
Sodium Bicarbonate,25,diclofenac,365,LIT-confirmed
Sodium Bicarbonate,25,ciprofloxacin,258,LIT-confirmed
Sodium Bicarbonate,25,iron,658,LIT-confirmed
Sodium Bicarbonate,25,ferrous sulfate anhydrous,513,LIT-confirmed
Sodium Bicarbonate,25,ferrous sulfate,1786,LIT-confirmed
Sodium Bicarbonate,25,zinc sulfate,1414,LIT-confirmed
Sodium Bicarbonate,25,allopurinol,36,DrugBank-text
Sodium Bicarbonate,25,warfarin,1396,DrugBank-text
Sodium Bicarbonate,25,phenytoin,1004,DrugBank-text
Sodium Bicarbonate,25,glipizide,588,DrugBank-text
Sodium Bicarbonate,25,flurbiprofen,546,DrugBank-text
Sodium Bicarbonate,25,levothyroxine,722,DrugBank-text
Sodium Bicarbonate,25,t,1824,DrugBank-text
Sodium Bicarbonate,25,al,1455,DrugBank-text
Phytic Acid,762,iron,658,LIT-confirmed
Phytic Acid,762,zinc sulfate,1414,LIT-confirmed
Phytic Acid,762,t,1824,LIT-confirmed
Phytic Acid,762,al,1455,LIT-confirmed
Purines,799,cm,1767,PubMed-NLP
Purines,799,aspirin,1469,PubMed-NLP
Purines,799,omeprazole,924,PubMed-NLP
Purines,799,diclofenac,365,PubMed-NLP
NonHemeIron,18,ciprofloxacin,258,DrugBank-text
NonHemeIron,18,iron,658,DrugBank-text
NonHemeIron,18,ferrous sulfate anhydrous,513,DrugBank-text
NonHemeIron,18,ferrous sulfate,1786,DrugBank-text
NonHemeIron,18,zinc sulfate,1414,DrugBank-text
Potassium,22,iron,658,LIT-confirmed
Potassium,22,zinc sulfate,1414,LIT-confirmed
Beta-Carotene,718,ciprofloxacin,258,DrugBank-text
Beta-Carotene,718,iron,658,DrugBank-text
Beta-Carotene,718,ferrous sulfate anhydrous,513,DrugBank-text
Beta-Carotene,718,ferrous sulfate,1786,DrugBank-text
Beta-Carotene,718,zinc sulfate,1414,DrugBank-text
Beta-Carotene,718,acarbose,10,DrugBank-text
Beta-Carotene,718,lisinopril,732,DrugBank-text
Beta-Carotene,718,enalapril,435,DrugBank-text
Beta-Carotene,718,ramipril,1092,DrugBank-text
Beta-Carotene,718,captopril,198,DrugBank-text
Beta-Carotene,718,perindopril,988,DrugBank-text
Beta-Carotene,718,buspirone,174,DrugBank-text
Beta-Carotene,718,spironolactone,1201,DrugBank-text
Beta-Carotene,718,allopurinol,36,DrugBank-text
Beta-Carotene,718,colchicine,289,DrugBank-text
Beta-Carotene,718,cyclosporine,306,DrugBank-text
Beta-Carotene,718,simvastatin,1174,DrugBank-text
Beta-Carotene,718,midazolam,825,DrugBank-text
Beta-Carotene,718,tacrolimus,1224,DrugBank-text
Beta-Carotene,718,statins,1772,DrugBank-text
Beta-Carotene,718,warfarin,1396,DrugBank-text
Beta-Carotene,718,phenytoin,1004,DrugBank-text
Beta-Carotene,718,glipizide,588,DrugBank-text
Beta-Carotene,718,flurbiprofen,546,DrugBank-text
Beta-Carotene,718,isotretinoin,666,LIT-confirmed
Beta-Carotene,718,retinol,1697,LIT-confirmed
Calcium,2,t,1824,LIT-confirmed
Calcium,2,al,1455,LIT-confirmed
Calcium,2,phenelzine,994,DrugBank-text
Calcium,2,tranylcypromine,1316,DrugBank-text
Calcium,2,isocarboxazid,662,DrugBank-text
Calcium,2,selegiline,1158,DrugBank-text
Calcium,2,lisinopril,732,DrugBank-text
Calcium,2,amlodipine,59,DrugBank-text
Calcium,2,hydrochlorothiazide,604,DrugBank-text
Calcium,2,metoprolol,818,DrugBank-text
Calcium,2,losartan,745,DrugBank-text
Calcium,2,isotretinoin,666,DrugBank-text
Beta-Glucan,10,metformin,794,LIT-confirmed
Beta-Glucan,10,levothyroxine,722,LIT-confirmed
Beta-Glucan,10,warfarin,1396,LIT-confirmed
Beta-Glucan,10,phenelzine,994,LIT-confirmed
Beta-Glucan,10,tranylcypromine,1316,LIT-confirmed
Beta-Glucan,10,isocarboxazid,662,LIT-confirmed
Beta-Glucan,10,selegiline,1158,LIT-confirmed
Beta-Glucan,10,lisinopril,732,LIT-confirmed
Beta-Glucan,10,amlodipine,59,LIT-confirmed
Beta-Glucan,10,hydrochlorothiazide,604,LIT-confirmed
Beta-Glucan,10,metoprolol,818,LIT-confirmed
Beta-Glucan,10,losartan,745,LIT-confirmed
Tyramine,496,tetracycline,1266,PubMed-NLP
Na,8,tetracycline,1266,PubMed-NLP
Tyramine,496,t,1824,PubMed-NLP
Na,8,t,1824,PubMed-NLP
Tyramine,496,doxycycline,405,PubMed-NLP
Na,8,doxycycline,405,PubMed-NLP
Tyramine,496,al,1455,PubMed-NLP
Na,8,al,1455,PubMed-NLP
Na,8,phenelzine,994,PubMed-NLP
Na,8,tranylcypromine,1316,PubMed-NLP
Na,8,isocarboxazid,662,PubMed-NLP
Na,8,selegiline,1158,PubMed-NLP
Tyramine,496,lisinopril,732,PubMed-NLP
Na,8,lisinopril,732,PubMed-NLP
Tyramine,496,amlodipine,59,PubMed-NLP
Na,8,amlodipine,59,PubMed-NLP
Tyramine,496,hydrochlorothiazide,604,PubMed-NLP
Na,8,hydrochlorothiazide,604,PubMed-NLP
Tyramine,496,metoprolol,818,PubMed-NLP
Na,8,metoprolol,818,PubMed-NLP
Tyramine,496,losartan,745,PubMed-NLP
Na,8,losartan,745,PubMed-NLP
Saturated Fats,9,phenelzine,994,DrugBank-text
Saturated Fats,9,tranylcypromine,1316,DrugBank-text
Saturated Fats,9,isocarboxazid,662,DrugBank-text
Saturated Fats,9,selegiline,1158,DrugBank-text
Saturated Fats,9,amlodipine,59,DrugBank-text
Saturated Fats,9,hydrochlorothiazide,604,DrugBank-text
Saturated Fats,9,metoprolol,818,DrugBank-text
Saturated Fats,9,losartan,745,DrugBank-text
Saturated Fats,9,isotretinoin,666,LIT-confirmed
Capsaicin,80,amlodipine,59,LIT-confirmed
Capsaicin,80,hydrochlorothiazide,604,LIT-confirmed
Capsaicin,80,metoprolol,818,LIT-confirmed
Ascorbic Acid,617,lisinopril,732,DrugBank-text
Flavonoids,749,lisinopril,732,DrugBank-text
Ascorbic Acid,617,enalapril,435,DrugBank-text
Flavonoids,749,enalapril,435,DrugBank-text
Ascorbic Acid,617,ramipril,1092,DrugBank-text
Flavonoids,749,ramipril,1092,DrugBank-text
Ascorbic Acid,617,captopril,198,DrugBank-text
Flavonoids,749,captopril,198,DrugBank-text
Ascorbic Acid,617,perindopril,988,DrugBank-text
Flavonoids,749,perindopril,988,DrugBank-text
Ascorbic Acid,617,theophylline,1271,DrugBank-text
Flavonoids,749,theophylline,1271,DrugBank-text
Ascorbic Acid,617,ferrous sulfate anhydrous,513,LIT-confirmed
Flavonoids,749,ferrous sulfate anhydrous,513,LIT-confirmed
Ascorbic Acid,617,ferrous sulfate,1786,LIT-confirmed
Flavonoids,749,ferrous sulfate,1786,LIT-confirmed
Ascorbic Acid,617,ferrous gluconate,512,LIT-confirmed
Flavonoids,749,ferrous gluconate,512,LIT-confirmed
Ascorbic Acid,617,ferrous fumarate,511,LIT-confirmed
Flavonoids,749,ferrous fumarate,511,LIT-confirmed
Ascorbic Acid,617,amlodipine,59,DrugBank-text
Flavonoids,749,amlodipine,59,DrugBank-text
Ascorbic Acid,617,hydrochlorothiazide,604,DrugBank-text
Flavonoids,749,hydrochlorothiazide,604,DrugBank-text
Ascorbic Acid,617,metoprolol,818,DrugBank-text
Flavonoids,749,metoprolol,818,DrugBank-text
Ascorbic Acid,617,warfarin,1396,LIT-confirmed
Flavonoids,749,warfarin,1396,LIT-confirmed
Ascorbic Acid,617,aspirin,1469,LIT-confirmed
Flavonoids,749,aspirin,1469,LIT-confirmed
Ascorbic Acid,617,statins,1772,LIT-confirmed
Flavonoids,749,statins,1772,LIT-confirmed
Ascorbic Acid,617,isotretinoin,666,LIT-confirmed
Flavonoids,749,isotretinoin,666,LIT-confirmed
Ascorbic Acid,617,simvastatin,1174,LIT-confirmed
Flavonoids,749,simvastatin,1174,LIT-confirmed
Allicin,1011,amlodipine,59,PubMed-NLP
Allicin,1011,hydrochlorothiazide,604,PubMed-NLP
Allicin,1011,metoprolol,818,PubMed-NLP
Allicin,1011,isotretinoin,666,LIT-confirmed
Saturated Fats,9,atropine,98,DrugBank-text
Saturated Fats,9,oxybutynin,946,DrugBank-text
Saturated Fats,9,ne,1774,DrugBank-text
Saturated Fats,9,colchicine,289,DrugBank-text
Saturated Fats,9,phenytoin,1004,DrugBank-text
Saturated Fats,9,glipizide,588,DrugBank-text
Saturated Fats,9,flurbiprofen,546,DrugBank-text
Saturated Fats,9,paracetamol,1923,DrugBank-text
Saturated Fats,9,ethanol,1751,DrugBank-text
Saturated Fats,9,acetaminophen,15,DrugBank-text
Choline,579,statins,1772,PubMed-NLP
Choline,579,isotretinoin,666,PubMed-NLP
Lecithin,189,atorvastatin,96,PubMed-NLP
Choline,579,atorvastatin,96,PubMed-NLP
Choline,579,simvastatin,1174,PubMed-NLP
Lecithin,189,ritonavir,1126,PubMed-NLP
Choline,579,ritonavir,1126,PubMed-NLP
Choline,579,allopurinol,36,PubMed-NLP
Lecithin,189,colchicine,289,PubMed-NLP
Choline,579,colchicine,289,PubMed-NLP
Lecithin,189,paracetamol,1923,PubMed-NLP
Choline,579,paracetamol,1923,PubMed-NLP
Lecithin,189,ethanol,1751,PubMed-NLP
Choline,579,ethanol,1751,PubMed-NLP
Lecithin,189,acetaminophen,15,PubMed-NLP
Choline,579,acetaminophen,15,PubMed-NLP
Amylopectin,1801,acarbose,10,PubMed-NLP
Allicin,1011,metformin,794,PubMed-NLP
Quercetin,279,metformin,794,PubMed-NLP
Allicin,1011,acarbose,10,PubMed-NLP
Quercetin,279,acarbose,10,PubMed-NLP
Quercetin,279,lisinopril,732,PubMed-NLP
Quercetin,279,amlodipine,59,PubMed-NLP
Quercetin,279,hydrochlorothiazide,604,PubMed-NLP
Quercetin,279,metoprolol,818,PubMed-NLP
Allicin,1011,losartan,745,PubMed-NLP
Quercetin,279,losartan,745,PubMed-NLP
Quercetin,279,clopidogrel,278,DrugBank-named
Capsaicin,80,losartan,745,LIT-confirmed
Triglycerides (Dietary Fat),9,acarbose,10,DrugBank-text
Sucrose,340,acarbose,10,DrugBank-text
Glucose,509,acarbose,10,DrugBank-text
Sucrose,340,cholestyramine,245,PubMed-NLP
Glucose,509,cholestyramine,245,PubMed-NLP
Sucrose,340,colestipol,291,PubMed-NLP
Glucose,509,colestipol,291,PubMed-NLP
Butyric Acid,679,metoclopramide,816,DrugBank-text
SCFAs,—,metoclopramide,816,DrugBank-text
Butyric Acid,679,domperidone,398,DrugBank-text
SCFAs,—,domperidone,398,DrugBank-text
Butyric Acid,679,cholestyramine,245,LIT-confirmed
SCFAs,—,cholestyramine,245,LIT-confirmed
Butyric Acid,679,colestipol,291,LIT-confirmed
SCFAs,—,colestipol,291,LIT-confirmed
Amylopectin,1801,ure,1841,LIT-confirmed
HydrationMatrix,613,omeprazole,924,DrugBank-text
HydrationMatrix,613,lansoprazole,690,DrugBank-text
HydrationMatrix,613,erythromycin,456,DrugBank-text
HydrationMatrix,613,clarithromycin,263,DrugBank-text
HydrationMatrix,613,furosemide,563,DrugBank-text
HydrationMatrix,613,hydrochlorothiazide,604,DrugBank-text
HydrationMatrix,613,torasemide,1308,DrugBank-text
HydrationMatrix,613,spironolactone,1201,DrugBank-text
HydrationMatrix,613,lisinopril,732,DrugBank-text
HydrationMatrix,613,amlodipine,59,DrugBank-text
HydrationMatrix,613,metoprolol,818,DrugBank-text
HydrationMatrix,613,ciprofloxacin,258,DrugBank-text
HydrationMatrix,613,levothyroxine,722,DrugBank-text
Na+,25,lansoprazole,690,DrugBank-text
Na+,25,erythromycin,456,DrugBank-text
Na+,25,clarithromycin,263,DrugBank-text
Na+,25,furosemide,563,LIT-confirmed
Na+,25,hydrochlorothiazide,604,LIT-confirmed
Na+,25,torasemide,1308,LIT-confirmed
Na+,25,spironolactone,1201,LIT-confirmed
Na+,25,lisinopril,732,LIT-confirmed
Na+,25,amlodipine,59,LIT-confirmed
Na+,25,metoprolol,818,LIT-confirmed
Phytic Acid (Reduced — Fermented),762,furosemide,563,LIT-confirmed
Phytic Acid (Reduced — Fermented),762,hydrochlorothiazide,604,LIT-confirmed
Phytic Acid (Reduced — Fermented),762,torasemide,1308,LIT-confirmed
Phytic Acid (Reduced — Fermented),762,amlodipine,59,LIT-confirmed
Phytic Acid (Reduced — Fermented),762,metoprolol,818,LIT-confirmed
Amylopectin,1801,griseofulvin,596,PubMed-NLP
Lipid,666,griseofulvin,596,PubMed-NLP
Amylopectin,1801,fe,1445,PubMed-NLP
Lipid,666,fe,1445,PubMed-NLP
Amylopectin,1801,levothyroxine,722,LIT-confirmed
Lipid,666,levothyroxine,722,LIT-confirmed
Amylopectin,1801,warfarin,1396,LIT-confirmed
Lipid,666,warfarin,1396,LIT-confirmed
Amylopectin,1801,ciprofloxacin,258,LIT-confirmed
Lipid,666,ciprofloxacin,258,LIT-confirmed
DenseMatrix,831,metformin,794,DrugBank-text
DenseMatrix,831,insulin,1615,DrugBank-text
DenseMatrix,831,statins,1772,DrugBank-text
DenseMatrix,831,griseofulvin,596,DrugBank-text
DenseMatrix,831,cyclosporine,306,DrugBank-text
DenseMatrix,831,simvastatin,1174,DrugBank-text
DenseMatrix,831,fe,1445,DrugBank-text
DenseMatrix,831,levothyroxine,722,DrugBank-text
DenseMatrix,831,warfarin,1396,DrugBank-text
DenseMatrix,831,ciprofloxacin,258,DrugBank-text
Triglycerides (Dietary Fat),9,furosemide,563,DrugBank-text
Triglycerides (Dietary Fat),9,torasemide,1308,DrugBank-text
Triglycerides (Dietary Fat),9,spironolactone,1201,DrugBank-text
Triglycerides (Dietary Fat),9,ketoconazole,678,DrugBank-text
Triglycerides (Dietary Fat),9,itraconazole,669,DrugBank-text
Na+,25,enalapril,435,LIT-confirmed
Na+,25,ramipril,1092,LIT-confirmed
Na+,25,captopril,198,LIT-confirmed
Na+,25,perindopril,988,LIT-confirmed
Potassium,22,t,1824,LIT-confirmed
Potassium,22,codeine,287,PubMed-NLP
Potassium,22,tamoxifen,1230,PubMed-NLP
High-Fat Meal — Saturated Fats,9,triamterene,1321,DrugBank-text
Oleic Acid,754,triamterene,1321,DrugBank-text
High-Fat Meal — Saturated Fats,9,haloperidol,601,LIT-confirmed
Oleic Acid,754,haloperidol,601,LIT-confirmed
Omega-3,—,haloperidol,601,LIT-confirmed
High-Fat Meal — Saturated Fats,9,codeine,287,DrugBank-text
Oleic Acid,754,codeine,287,DrugBank-text
High-Fat Meal — Saturated Fats,9,tamoxifen,1230,DrugBank-text
Oleic Acid,754,tamoxifen,1230,DrugBank-text
L-Arginine,512,spironolactone,1201,PubMed-NLP
Vitamin E,29,spironolactone,1201,PubMed-NLP
L-Arginine,512,amiloride,50,PubMed-NLP
Vitamin E,29,amiloride,50,PubMed-NLP
L-Arginine,512,triamterene,1321,PubMed-NLP
Vitamin E,29,triamterene,1321,PubMed-NLP
L-Arginine,512,isotretinoin,666,PubMed-NLP
Vitamin E,29,isotretinoin,666,PubMed-NLP
L-Arginine,512,phenelzine,994,DrugBank-text
Vitamin E,29,phenelzine,994,DrugBank-text
L-Arginine,512,tranylcypromine,1316,DrugBank-text
Vitamin E,29,tranylcypromine,1316,DrugBank-text
L-Arginine,512,isocarboxazid,662,DrugBank-text
Vitamin E,29,isocarboxazid,662,DrugBank-text
L-Arginine,512,selegiline,1158,DrugBank-text
Vitamin E,29,selegiline,1158,DrugBank-text
L-Arginine,512,fluoxetine,541,DrugBank-text
Vitamin E,29,fluoxetine,541,DrugBank-text
L-Arginine,512,sertraline,1166,DrugBank-text
Vitamin E,29,sertraline,1166,DrugBank-text
Sucrose,340,isotretinoin,666,PubMed-NLP
Sucrose,340,phenelzine,994,DrugBank-text
Glucose,509,phenelzine,994,DrugBank-text
Sucrose,340,tranylcypromine,1316,DrugBank-text
Glucose,509,tranylcypromine,1316,DrugBank-text
Sucrose,340,isocarboxazid,662,DrugBank-text
Glucose,509,isocarboxazid,662,DrugBank-text
Sucrose,340,selegiline,1158,DrugBank-text
Glucose,509,selegiline,1158,DrugBank-text
Sucrose,340,fluoxetine,541,DrugBank-text
Glucose,509,fluoxetine,541,DrugBank-text
Sucrose,340,sertraline,1166,DrugBank-text
Glucose,509,sertraline,1166,DrugBank-text
Sucrose,340,diazepam,363,PubMed-NLP
Glucose,509,diazepam,363,PubMed-NLP
Sucrose,340,alprazolam,42,PubMed-NLP
Glucose,509,alprazolam,42,PubMed-NLP
Sucrose,340,lorazepam,742,PubMed-NLP
Glucose,509,lorazepam,742,PubMed-NLP
Potassium,22,sildenafil,1168,LIT-confirmed
Sorbitol,597,sildenafil,1168,LIT-confirmed
Potassium,22,isosorbide mononitrate,665,LIT-confirmed
Sorbitol,597,isosorbide mononitrate,665,LIT-confirmed
Potassium,22,nitroglycerin,900,LIT-confirmed
Sorbitol,597,nitroglycerin,900,LIT-confirmed
Potassium,22,empagliflozin,433,PubMed-NLP
Sorbitol,597,empagliflozin,433,PubMed-NLP
Potassium,22,dapagliflozin,322,PubMed-NLP
Sorbitol,597,dapagliflozin,322,PubMed-NLP
Potassium,22,canagliflozin,190,PubMed-NLP
Sorbitol,597,canagliflozin,190,PubMed-NLP
Potassium,22,phenelzine,994,DrugBank-text
Sorbitol,597,phenelzine,994,DrugBank-text
Potassium,22,tranylcypromine,1316,DrugBank-text
Sorbitol,597,tranylcypromine,1316,DrugBank-text
Potassium,22,isocarboxazid,662,DrugBank-text
Sorbitol,597,isocarboxazid,662,DrugBank-text
Potassium,22,selegiline,1158,DrugBank-text
Sorbitol,597,selegiline,1158,DrugBank-text
Potassium,22,fluoxetine,541,DrugBank-text
Sorbitol,597,fluoxetine,541,DrugBank-text
Potassium,22,sertraline,1166,DrugBank-text
Sorbitol,597,sertraline,1166,DrugBank-text
Double-Fried Lecithin (Almond Paste),189,sildenafil,1168,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,t,1824,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,isosorbide mononitrate,665,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,nitroglycerin,900,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,empagliflozin,433,PubMed-NLP
Double-Fried Lecithin (Almond Paste),189,dapagliflozin,322,PubMed-NLP
Double-Fried Lecithin (Almond Paste),189,canagliflozin,190,PubMed-NLP
Double-Fried Lecithin (Almond Paste),189,lisinopril,732,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,enalapril,435,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,ramipril,1092,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,captopril,198,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,perindopril,988,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,spironolactone,1201,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,amiloride,50,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,triamterene,1321,LIT-confirmed
Double-Fried Lecithin (Almond Paste),189,phenelzine,994,DrugBank-text
Double-Fried Lecithin (Almond Paste),189,tranylcypromine,1316,DrugBank-text
Double-Fried Lecithin (Almond Paste),189,isocarboxazid,662,DrugBank-text
Double-Fried Lecithin (Almond Paste),189,selegiline,1158,DrugBank-text
Double-Fried Lecithin (Almond Paste),189,fluoxetine,541,DrugBank-text
Double-Fried Lecithin (Almond Paste),189,sertraline,1166,DrugBank-text
Crocin,454,lisinopril,732,PubMed-NLP
Crocin,454,enalapril,435,PubMed-NLP
Crocin,454,ramipril,1092,PubMed-NLP
Crocin,454,captopril,198,PubMed-NLP
Crocin,454,perindopril,988,PubMed-NLP
Crocin,454,spironolactone,1201,PubMed-NLP
Crocin,454,amiloride,50,PubMed-NLP
Crocin,454,triamterene,1321,PubMed-NLP
Linalool,194,empagliflozin,433,PubMed-NLP
Geraniol,1320,empagliflozin,433,PubMed-NLP
Linalool,194,dapagliflozin,322,PubMed-NLP
Geraniol,1320,dapagliflozin,322,PubMed-NLP
Linalool,194,canagliflozin,190,PubMed-NLP
Geraniol,1320,canagliflozin,190,PubMed-NLP
Benzaldehyde,1399,aspirin,1469,PubMed-NLP
Benzaldehyde,1399,clopidogrel,278,PubMed-NLP
Benzaldehyde,1399,nsaid,1609,PubMed-NLP
Benzaldehyde,1399,ibuprofen,618,PubMed-NLP
Benzaldehyde,1399,naproxen,872,PubMed-NLP
Benzaldehyde,1399,cyclosporine,306,PubMed-NLP
Benzaldehyde,1399,isotretinoin,666,PubMed-NLP
Benzaldehyde,1399,statins,1772,PubMed-NLP
Choline,579,cyclosporine,306,PubMed-NLP
Sucrose,340,aspirin,1469,PubMed-NLP
Fructose,514,aspirin,1469,PubMed-NLP
Glucose,509,aspirin,1469,PubMed-NLP
Sucrose,340,clopidogrel,278,PubMed-NLP
Fructose,514,clopidogrel,278,PubMed-NLP
Glucose,509,clopidogrel,278,PubMed-NLP
Sucrose,340,nsaid,1609,PubMed-NLP
Fructose,514,nsaid,1609,PubMed-NLP
Glucose,509,nsaid,1609,PubMed-NLP
Sucrose,340,ibuprofen,618,PubMed-NLP
Fructose,514,ibuprofen,618,PubMed-NLP
Glucose,509,ibuprofen,618,PubMed-NLP
Sucrose,340,naproxen,872,PubMed-NLP
Fructose,514,naproxen,872,PubMed-NLP
Glucose,509,naproxen,872,PubMed-NLP
Fructose,514,isotretinoin,666,DrugBank-named
LipidCoatedStarch,666,metformin,794,DrugBank-text
LipidCoatedStarch,666,insulin,1615,DrugBank-text
LipidCoatedStarch,666,lisinopril,732,DrugBank-text
LipidCoatedStarch,666,enalapril,435,DrugBank-text
LipidCoatedStarch,666,ramipril,1092,DrugBank-text
LipidCoatedStarch,666,captopril,198,DrugBank-text
LipidCoatedStarch,666,perindopril,988,DrugBank-text
